sample_id,source_multiplier,wind_speed_mps,wind_dir_deg,background_mean_counts,response_error,sigma_y_multiplier,sigma_z_multiplier,Q_dot_Bq_s,response_factor,background_sigma_counts,threshold_n_sigma,x_m,y_m,run_name
770,1.7676622192915052,3.9768627083452213,-6.951585579903163,7374.394259239918,1.1420565870210007,1.8605708649508954,0.9445501825206507,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
771,0.46794940878771923,3.7433555593832506,-2.169448291178732,7320.966019022459,1.0990183533015458,0.7879325653754123,0.7318756667584352,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
772,0.49422667386821434,1.4511325072764958,4.227093756223012,7440.71903593003,0.9851148508134566,0.9733577178440287,0.9067921945402713,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
773,0.7995498590289262,4.56823203262161,5.688568689434311,7311.821796729902,0.862325839525077,0.9283580470176719,0.8937179002010488,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
774,1.6893606197813662,2.8974516182526804,5.046210302594131,7231.039892059421,1.1329290628340614,0.5834790805315542,1.3192032801433418,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
775,0.40713394851819645,2.7003514078900523,-3.5192265283928554,7143.075960414972,0.9066823501359303,0.9892880631707822,1.4540055873504172,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
776,1.156450454360622,3.0801290545684377,2.1250450858774874,7273.7851605149635,1.1195488771236852,0.7868033121507739,0.9638924662172536,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
777,1.274595098021324,1.7211377558521033,-0.4350336215105633,7022.908436292602,0.9380187583064579,1.0645794344798871,1.1343267084324309,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
778,0.9713822631943846,2.826518835478147,6.327026005998785,7353.9396340582225,1.0192650802248875,1.886076962446208,0.7511965174551538,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
779,1.1656480968563905,3.1734707165256992,-28.215893976817824,7413.838684038533,0.988608471291866,0.9237571268095508,1.5126880504322997,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
780,0.78139676926666,4.2998179991377485,-6.59698961731734,7201.215530875699,1.0778286185505757,1.1011027746410025,0.742179761513306,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
781,0.8813060266452454,2.9499647107275426,8.222889778214984,7232.065559322846,0.8784429424188931,0.991630929729941,0.7831911387015217,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
782,1.274451715994236,4.361619358972871,-9.659190202729157,7047.194024004955,0.939840045063842,1.4081617923961554,1.1789926147453076,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
783,0.8236506665936457,3.0624690095725424,-6.738210720906798,7159.303019366283,0.837126891686751,1.1102274520960609,0.5554521435317633,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
784,0.617171898145163,3.184274910951701,-0.3634474902083986,7163.700423140167,0.9139316475975255,1.032181110623315,1.3261583503544552,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
785,0.8833661575439856,3.640719429686106,-5.678934812044197,7301.360169266129,1.056842668710876,0.7232387284250896,1.269588881092875,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
786,1.4248085737581497,2.8451342311195034,15.849026927234286,7286.881514381787,0.9865905168211183,0.9643790346074321,1.769130567918602,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
787,0.914889421972942,1.6389268260287446,2.6418886235210675,7197.736490314925,0.7627970658549219,1.1429200544812752,0.608127882914603,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
788,1.2179361091516934,1.6551816121441711,-4.519282181385881,7175.823099893615,1.1589297761815744,0.6877553373684128,0.8942770708843382,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
789,0.38601316894815085,3.408160205388725,-11.05470717342482,7149.2919428390205,0.9649900644292847,0.8431312172006518,0.7617625085036842,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
790,0.7356184921445063,1.9609162592404772,0.9236754553330533,7395.031167693657,1.0222775691110029,0.8519197820595187,1.29051311530761,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
791,1.2323527623014232,2.66013871194875,2.494718566014814,7140.184806821945,1.0869900532551307,0.9693479972620609,0.8848942241740264,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
792,0.6449223343674071,3.311496840556907,-3.4997087251055765,7280.152907139795,1.0870287674744037,1.0660667392979106,0.8882547679462081,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
793,0.5222505626716685,2.495556446740962,0.9483879035825504,7140.15826603881,1.1174986125120203,1.4340239111045006,0.7261372092587777,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
794,0.6208838762964162,1.2944941819840747,13.110282069735495,7161.484414709465,1.1498660762317925,0.9310585233014359,0.9363913087973179,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
795,1.8459042276775468,4.377004049753506,-16.79683286276714,7085.995475611449,1.1442927832963696,0.953230291299194,1.1348184894192337,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
796,1.8438892088368373,2.7042244124876587,11.592316045777594,7037.353306461323,0.7424908817143598,0.9359150371537247,1.5474676048545721,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
797,0.6644798621031299,3.102034051361157,-12.43711316683504,7244.058822584337,1.15210429501368,0.9102322545939241,0.9762329722841171,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
798,0.7476227193688834,2.834729564947979,-33.87220902100911,7391.932527367157,1.1541836638619574,0.9782971141807238,1.1731581134418159,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
799,1.9150761272604178,2.463761971542566,-6.537638200944197,7117.295116641668,0.9793477570829603,1.3360818896178366,1.1407808307060243,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
800,0.891947577086521,1.8048011512296478,-10.298235367804178,7092.816764987104,0.8996993786717508,0.8114844324389386,0.7108163328907481,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
801,1.1838042493561864,2.400134894109461,0.7961864555316432,7296.617354917841,0.9161418426847977,1.1557413048383798,0.8225399668976213,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
802,0.6756166777429784,2.6987266220450414,-6.41604940875804,7108.164184416158,0.8997460884256301,0.9998576433733962,1.6210947976773011,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
803,0.9403655439422957,2.2056865019035428,6.061212087905633,7167.775907521797,0.9212461769867316,1.0020001386520476,0.9065167853172331,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
804,0.43614662138929183,4.193386379139682,4.985739039463356,7218.174082456601,1.1227734939428964,1.7098916030843776,1.5071335035907383,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
805,1.262264421028066,2.681286320296439,-6.942136142014669,7065.178512351168,0.8095250443211173,0.9586821997504872,1.7119381520575363,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
806,1.8093849374572155,3.9838641643839487,1.9644107301605873,7275.244153131856,1.0392403713962557,1.0426883539021095,1.025953431645698,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
807,0.6290916696828148,4.306391524760898,6.942681398358193,7061.721489255311,1.1187782019102948,1.0401014189092137,1.0355176957961054,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
808,0.8028464267413644,3.8868654522603463,-15.008354528859094,7036.1656444119435,0.8137479093287705,0.9061339176980003,0.8123507726092931,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
809,0.43156772449935893,1.7243446746593722,0.12582061560452779,6892.725416385749,0.981607772030059,0.7425542133808753,1.038334749314495,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
810,2.6363960514833535,2.5426553555449507,18.939230449889138,7183.785996425332,0.9149935531621805,0.9190494242734868,0.9067210856530495,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
811,0.5101529107671884,1.7546397637186388,-10.857768899071242,7260.952786714093,0.8528048410528261,1.133048816060777,0.9884950807420101,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
812,0.935050163292791,3.759840341336534,-0.9311771939453493,7029.605587692978,0.9248701534609653,0.7950772392551727,1.029090933324825,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
813,1.0068841561827442,3.939009333444067,7.751916248070581,7194.946038605435,1.0382018474888814,0.8263690448092268,1.4639090794788021,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
814,1.0089878520940971,4.138390548213553,-6.025478681909334,7122.542177292601,1.0263702612377832,0.7078046507597308,1.047766663217866,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
815,0.7100978490310917,2.31099742299364,2.1149653812732017,7191.847180842163,0.8848469587285089,0.9649187785465367,0.8872011216880485,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
816,0.6477906394549805,3.4369504083444626,-1.3973893520848166,7283.296668865189,0.9130806693670133,1.0188944896068939,1.5485210889246233,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
817,0.6291445198850163,3.7720452586063375,6.953356634170205,7101.82668848467,1.0069432823064328,0.7840978896584717,0.8479716462967004,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
818,0.6728353973602006,4.6287253897339795,10.904531962127486,7122.003770936291,0.9704692002083324,1.0048511856594908,1.6809343557910634,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
819,0.7714852855156232,3.644147996648444,-6.825656801522816,7236.952620926614,1.0221579984867688,0.8948924958543197,1.0843323722632354,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
820,0.9113455602423589,2.1675972845254514,-5.3605153528852,7433.927212053241,0.8098907061725564,0.756530223472787,0.5929032736741661,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
821,0.6259658683882021,3.0573010332856674,1.0498326421492425,7142.737199790661,1.0583117444777017,0.9697071636277278,1.2242015652243174,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
822,0.7098064944803274,2.7701407618359286,5.667567041476448,7126.112178289778,1.1458741365202818,1.075501784694706,0.9151305865928114,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
823,0.3528996815061145,3.66119845183853,-3.366221160342686,7122.339948773011,0.8882527045465317,0.7837747639211877,0.9537506926917005,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
824,0.8310372739138661,2.6454101178130998,0.044621467614612,7229.67878210205,0.9803353147187506,1.0970113163282587,0.8507676193000521,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
825,1.2904715720414353,2.8939218695525555,7.8958957420705245,7410.721552362828,1.0186272598737318,1.0351832901641864,0.6749044145552527,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
826,0.4616343093748031,3.8236988956187417,5.179691984191063,7254.12819161688,0.9675485561935512,1.0238434071478153,1.5078834440621163,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
827,0.8102054779123747,3.3693963993846006,3.449230112161964,6915.576996255477,1.2643451217296031,1.6258962119309215,1.1933756705240788,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
828,0.6438754121539979,2.703077172287226,-15.483595366997616,7032.853688869346,0.8443129157469393,1.2620168008996302,1.5718344325327576,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
829,0.7704743423478168,2.897851971971613,-7.2038409181132685,7130.868885787022,1.1249456706447687,1.0561968161653228,0.9614054681828211,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
830,0.6440381444212374,1.943162642644143,1.1997568071811018,7232.3946493502335,1.1222121241142997,0.6293229984978203,1.1011323946510245,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
831,0.8012223883856466,3.058677167397072,0.5096919709860379,7071.2308005576615,0.9187560698017592,0.8382679924943846,1.4938352407682018,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
832,1.2220559239567907,2.0377655268476156,0.3448624001892919,7409.7266092961,0.9097140717518764,0.9067749494572445,0.7181676929943714,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
833,0.9649650897190861,2.9149942713473567,5.714722738616179,7027.475997442569,1.0492202261308856,1.058240629976801,0.8624593805102533,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
834,0.8520434485964352,3.4967294352367193,-12.04962464294689,7206.991164739957,0.8650903467528317,1.280586536020464,0.92035470595063,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
835,0.4210000307206989,1.9941624988499498,1.5842878633578024,7219.300327061533,0.9671866049912874,0.7681299402478339,1.7072562597427063,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
836,1.6402995065801111,3.0555361648694186,3.3098907988380777,7224.375591065721,1.0559787338161424,0.8770762490274031,1.2524744282879536,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
837,1.1884285289885208,3.519998091085772,-0.7335579687616517,7187.495301891139,1.0414622923806562,0.9149593608653406,1.1330813831477,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
838,1.7382444882558346,3.1090461335163146,-11.528589328148087,6936.187287211841,0.9856543532947112,1.3888433996904275,1.0740319801858644,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
839,1.4289442173395654,3.6844680983415596,3.44196609532285,7262.9558029454065,1.1473325724533145,0.6270252923203817,1.0953043866570877,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
840,1.16285323342132,3.2831618975200976,-14.341145715508016,7274.402998887587,0.9647175033437152,0.5549552011068726,0.9540804387050028,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
841,1.3994616289672226,3.95083690468876,-6.13828416374367,7469.974484935806,1.0059219092072063,0.9997718472221018,0.9288283283072981,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
842,1.4368851353992371,2.1638846348815783,0.3341009318237645,7311.016230472451,0.8569753547796265,0.8167190858776963,1.469558815244615,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
843,0.5200770634597952,2.12014613452325,-3.4510857855382255,7135.285250224007,0.9022076846106768,1.231154029371539,1.0081039880159675,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
844,0.5317803467893966,2.427373525969867,-6.137381042264378,7332.937484838263,1.0161983846354943,1.1687303866261656,1.1008349298429208,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
845,2.1672213149765036,0.980503865708215,19.498732737260063,7114.870561148698,1.06511054554231,0.9590652847539736,0.5903777294148185,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
846,1.5414143240431555,3.5854247225731477,-6.257482533475197,7077.662669824528,0.8964537132654532,0.8602054742984532,0.9085404226382251,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
847,2.034617352990482,2.454143177299615,3.676951632525387,7253.975850717672,1.0294446237292256,1.1962349180682583,0.6078438903789684,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
848,0.8604532891734258,2.588119712991403,1.7025396817073402,7242.846939515862,1.0252973989063463,0.9487391054225798,0.6069619147702846,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
849,1.4984522695397389,2.4673124015985026,4.6547940017108544,7133.825624311511,0.8929670941297168,1.1360658983871523,0.8890176198552618,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
850,0.643876897622188,2.2645584684702396,-9.636020844195786,7296.817094594189,0.9703422142854543,1.1446506822438627,0.9872869568604181,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
851,1.0011681279824873,1.4330804348863322,-18.639267387839865,7121.179590509784,1.074422721693546,1.1641171472092842,0.8037000694762682,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
852,0.92267799489529,2.54803085676094,9.813117990648504,6997.296716936376,0.9096580324781383,1.3305540087245251,1.1191440042291048,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
853,0.6348692793760089,3.2928068933557046,9.542465821274172,7182.0598502989615,1.1230238994211772,0.8835105293130251,1.2974402718472735,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
854,0.9076149912063047,2.976064548645067,-6.354448292102517,7310.434014749428,1.0237854849472037,0.6495758529338942,0.790016764226382,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
855,0.7029661474457581,2.7022681212770836,-1.5840725972339031,7257.665133234429,1.0080884443222056,0.9891177764008776,1.1681788600037146,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
856,2.328917389932631,3.622072542373652,-6.1935500794780545,7228.795364844724,0.860594517911375,0.5992072996142728,1.4209571809640411,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
857,0.7395155971675722,3.3994388236490565,0.07845783041506324,7409.02860642943,0.9601594522648147,0.9646245357721154,0.99765514524582,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
858,0.8322709534071286,4.046532400341759,-0.8351867793559649,7410.189057580657,1.0343277743274277,0.6789810627058452,0.8708225703360498,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
859,0.7348412115296173,3.5706659506936127,1.1249007217155185,7071.3812451044005,0.9683650884179453,1.891761338175021,1.1800501024297547,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
860,1.6248411842886616,2.1753420071237306,5.848634695815488,7129.353940955792,1.0696690853882729,1.170182040960353,0.7325353574410823,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
861,1.2480881142306839,3.359913237460839,10.200117307599205,7388.379021296515,1.0631468896455443,1.0730787025608808,1.5209064926757605,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
862,0.7187783046625617,2.6012131465432384,-1.215818072383711,7280.906702666369,1.0854114396838042,0.9373788524335608,0.8278163417213713,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
863,0.7889786650308933,1.9040231400110488,8.920658160251678,7176.294204216068,1.2157765314149198,0.6001235367373061,1.5223681438294496,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
864,0.6780094006409356,2.6863846361339156,-33.160783583396004,7275.357858650555,1.1553035817944648,0.8782032084487945,1.1549961468477572,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
865,0.7626634267633595,2.569463999821963,9.617500817829448,7174.674999799879,1.0630415014752923,0.8345215656509746,1.6010299715662344,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
866,1.1453104835434134,3.3908326718428756,-2.047965743942836,7207.094339507396,1.0279513414943637,1.0030536032492974,1.225389498868967,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
867,0.844491547042131,2.5337485740250525,-1.8555044468397544,7169.861046611069,1.0716949099131168,0.9408693989733722,0.9023794479701034,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
868,0.7147209426344745,2.5783140266871314,20.65900495767274,7335.070310145461,0.9925078227215712,0.8248712745564365,1.0194822562916643,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
869,0.5833594984597088,3.5923752336764196,2.5602748734807808,7110.903577939525,1.193561457741833,1.6111922942530665,1.0541272352778772,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
870,1.2841852907729163,2.5808648808602257,9.958560049442621,7294.7210699874395,1.0608467257763254,1.430313288973009,1.4278731906954798,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
871,1.247966240670308,3.4363828669590624,1.7381478602306244,7220.920996377743,0.998210420659052,1.052142006757376,0.7458715205302148,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
872,1.0089770480161628,2.6116821231472813,-0.12639128766615537,7268.078783181327,0.9162243149057598,0.863053291537076,0.7464340096196697,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
873,0.8655555417951579,2.7898932032894397,-1.100271167915671,7234.1420769732595,1.137152684151286,1.157332630696973,1.7552097405043354,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
874,0.8745294555281304,3.2575909560155156,-3.6937389001090177,7381.5204575840935,1.2093802365584359,0.8173179315305684,1.14897576238496,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
875,1.4497049317427,3.379441832039234,22.269494160631176,7145.385477217099,0.8380769364547486,0.9900614850890009,1.1538175765567609,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
876,1.2497759935167725,4.355558108332051,-3.7021625371742832,7333.464799723093,1.1910968224744374,0.6100592135360506,0.6106596162508636,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
877,0.8068721721500793,2.4382836027444514,8.356529256473623,7135.730112198803,1.1085931340177397,0.7750459047646463,1.142894604852153,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
878,1.0471946257998503,3.3246689486558565,1.83420186597256,7229.544483260309,1.0134585786365395,1.1635978057843948,1.463127758114509,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
879,1.1209144553033878,2.210996017502316,4.634253675044996,7278.992275385278,1.0029758392005041,0.9276405390564233,0.8984916503399655,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
880,1.5721817816480903,2.364482590718953,-4.935972077923467,7505.933243254159,0.9951391461505668,0.694131503793996,0.6555816761487927,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
881,0.586329411613367,1.9272294341438767,6.273181328348559,7228.8178721779295,0.983416596025023,0.7021935936878704,0.8784949533198695,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
882,0.7595265986900838,2.2929033838570136,-3.9707190080125514,7336.914386364961,0.9015479254120935,0.8487933036732581,1.6418953743032443,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
883,0.9773990645648454,2.899764527078316,-12.981454558770938,7099.598028541182,0.9885972670754785,1.2729333709023782,1.1363517813598547,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
884,1.1740218289307964,3.948559760269642,7.264371208589882,7116.598631784837,0.8492830966183946,1.2143769380661367,0.7876776521984855,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
885,1.0873343866707714,5.377449953614591,-10.35310085635762,7316.750966136429,0.9837439522439426,0.7821576325702365,0.7932813670963682,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
886,1.9834297097388085,3.515433480697037,8.38295392970528,7236.99339976991,0.8678087732823758,0.8926128502464726,0.7084604010671475,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
887,3.1495542881361875,3.6469657114179834,10.876580269821263,7317.665353236694,0.9626203139639444,0.7740885543994697,0.5992388985820083,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
888,0.6157172978494099,2.722059219749954,-18.30003925682078,7237.411753808531,0.8078099125989532,1.202369112642039,0.7421168651203177,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
889,1.8862213575298352,2.583479148221048,-15.307489484399825,7260.032751094778,1.2399317874243703,0.9638527091216453,1.5111438063958713,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
890,1.160993588329796,2.7273812332348477,-12.25543470090842,7275.574029978443,1.1348227318353983,1.2306966921060818,1.3174060952368918,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
891,0.4034444497054026,2.1454748040422276,17.831984775900466,7265.843209367718,0.9848066747439695,0.8605959031580148,0.9180626990417614,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
892,1.0255467205040285,3.412910817778222,1.9743796835375862,7399.452954386196,1.195736122745484,1.1168450177635179,0.5764766880247308,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
893,0.7007991138471055,3.6316938712759055,-6.066838364034165,7250.442058909508,0.985960295705363,0.8828370524356245,1.3318355419571841,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
894,0.7912128915122285,3.406802513489895,-6.840472593723033,7164.034788980282,1.0607773982166624,1.412906705114282,1.723775971798144,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
895,0.5308475400515738,1.6320747601077508,-5.390452883928592,7115.5504653811495,0.9471578792032158,1.1346286025601464,1.018802581900418,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
896,0.6414851308653128,2.3864912853518487,-2.3388250006306452,7176.679969889429,0.8344416604949613,0.788255363675975,0.6132356631628747,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
897,1.120391224162025,2.320889934973855,-8.717881356069142,7005.258076409589,1.0605146717328917,0.8801796579863846,0.867205576370704,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
898,1.329463614403208,3.3380569374710594,1.6879187855880298,7356.922800318331,1.0516661025665779,0.9477887908647731,0.7698327427520529,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
899,1.0877311843107642,1.4643593114186007,2.2686052614852996,7397.156105783181,0.9938918674024008,1.1708681041863025,1.0599209995636543,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
900,1.5051981645540113,3.1128896004831157,-5.536071090383118,7173.952626224389,0.960404587299564,1.1527400072491873,0.7481919390967489,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
901,1.0478874780452099,3.0720423060185627,-4.764435967340147,7368.421416460388,1.0740698962118025,0.8117900852029762,1.025603115211913,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
902,0.6760356292443894,2.5583884187837715,11.73525956051401,7245.0810636369215,1.017241882162768,0.9268807469124755,1.0103940277715004,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
903,1.3966570262227107,2.2330216867748427,-1.6077260887179843,7160.311072369055,1.1050500904596894,1.001107545239759,1.2935820777095077,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
904,0.9911363030966373,2.59488557352257,-7.156834760649407,7069.382131974907,0.8426514179171375,1.2610329045999473,1.145700984191342,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
905,0.9434639270892767,3.5629735631571826,-4.130422267573432,7265.472560320111,0.9763564895566226,0.6583187709140368,1.0597418556703802,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
906,0.9852489078100073,3.0248330300795865,-13.723730287562361,7362.456854764177,1.1219875379847999,0.8957467614668813,1.0017784075925904,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
907,1.1552734899869677,3.781789850799286,-6.3623803951106686,7150.079102563076,0.9779399476612473,0.9069670913953845,1.5027789276233796,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
908,0.5479996794095288,2.2558111566215224,8.462875582125836,7213.227372555671,0.9653574143358664,1.4023551264453682,1.3789628316740319,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
909,0.5871314710124432,2.532218830742838,10.313293617177411,7406.454698912253,1.2034036755478437,0.9723899649025303,0.7113724451350951,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
910,0.7225498260453107,2.591965655410506,-0.4368640708518004,7152.733630740645,1.1129146413438764,1.0254473814545593,1.0328021927222928,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
911,0.5221860593793142,2.9065076139187798,12.796954413105503,7185.6811520394685,0.9592703162989022,0.9034012467556236,1.7267381768204904,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
912,0.8841063468356833,3.444512437847451,-6.7239235070908965,7243.086547750487,1.0290922273769725,1.1275541462730128,0.9043717628290898,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
913,2.416674143349594,3.0675390362101895,1.2545397122417747,7095.292169627195,1.0221265217627384,0.899197037550634,0.5953387114472113,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
