candidate_source_id,x_m,y_m,Q_hat_Bq_s,J,description
CS_00299,200.0,-300.0,0.030343876646472288,6717.388720562438,synthetic inverse modeling grid point
CS_00300,200.0,-250.0,0.2082209179249176,6105.3711896241475,synthetic inverse modeling grid point
CS_00301,200.0,-200.0,0.2751440036867564,5544.057055246582,synthetic inverse modeling grid point
CS_00302,200.0,-150.0,0.23592914344368582,5668.082333661081,synthetic inverse modeling grid point
CS_00303,200.0,-100.0,0.5357239553857258,5493.051298407021,synthetic inverse modeling grid point
CS_00304,200.0,-50.0,4.932901228187398,2647.8532917334514,synthetic inverse modeling grid point
CS_00305,200.0,0.0,6.8722724370963135,2067.717734607819,synthetic inverse modeling grid point
CS_00306,200.0,50.0,4.932901228187397,2647.8532917334514,synthetic inverse modeling grid point
CS_00307,200.0,100.0,0.5357239553857259,5493.051298407023,synthetic inverse modeling grid point
CS_00308,200.0,150.0,0.23592914344368587,5668.082333661081,synthetic inverse modeling grid point
CS_00309,200.0,200.0,0.2751440036867565,5544.057055246582,synthetic inverse modeling grid point
CS_00310,200.0,250.0,0.2082209179249176,6105.3711896241475,synthetic inverse modeling grid point
CS_00311,200.0,300.0,0.030343876646472284,6717.388720562438,synthetic inverse modeling grid point
CS_00312,200.0,350.0,0.005493395555671354,6784.542053789966,synthetic inverse modeling grid point
CS_00313,200.0,400.0,0.0018904252905673066,6793.879457370944,synthetic inverse modeling grid point
CS_00314,200.0,450.0,0.0003205102088665423,6799.567994224931,synthetic inverse modeling grid point
CS_00315,200.0,500.0,5.866441843750233e-06,6801.037318704885,synthetic inverse modeling grid point
CS_00316,250.0,-500.0,3.111005168628495e-06,6801.051318374094,synthetic inverse modeling grid point
CS_00317,250.0,-450.0,0.0006183746311708248,6798.09944593229,synthetic inverse modeling grid point
CS_00318,250.0,-400.0,0.0018273313734383958,6794.033386867454,synthetic inverse modeling grid point
CS_00319,250.0,-350.0,0.005755865150492657,6783.8690911127405,synthetic inverse modeling grid point
CS_00320,250.0,-300.0,0.035991365687399524,6703.422769021105,synthetic inverse modeling grid point
CS_00321,250.0,-250.0,0.23771527489955954,5994.584071779262,synthetic inverse modeling grid point
CS_00322,250.0,-200.0,0.24896994901674732,5594.599578070489,synthetic inverse modeling grid point
CS_00323,250.0,-150.0,0.19948147113732864,5739.006036623199,synthetic inverse modeling grid point
CS_00324,250.0,-100.0,0.5211339354045186,5538.21876836535,synthetic inverse modeling grid point
CS_00325,250.0,-50.0,6.127165133220172,2224.6972082377824,synthetic inverse modeling grid point
CS_00326,250.0,0.0,5.28997977101904,3028.4505809886077,synthetic inverse modeling grid point
CS_00327,250.0,50.0,6.127165133220171,2224.6972082377824,synthetic inverse modeling grid point
CS_00328,250.0,100.0,0.5211339354045185,5538.218768365349,synthetic inverse modeling grid point
CS_00329,250.0,150.0,0.19948147113732861,5739.006036623199,synthetic inverse modeling grid point
CS_00330,250.0,200.0,0.2489699490167473,5594.599578070489,synthetic inverse modeling grid point
CS_00331,250.0,250.0,0.2377152748995596,5994.584071779262,synthetic inverse modeling grid point
CS_00332,250.0,300.0,0.035991365687399524,6703.422769021105,synthetic inverse modeling grid point
CS_00333,250.0,350.0,0.005755865150492657,6783.8690911127405,synthetic inverse modeling grid point
CS_00334,250.0,400.0,0.0018273313734383954,6794.033386867454,synthetic inverse modeling grid point
CS_00335,250.0,450.0,0.0006183746311708248,6798.09944593229,synthetic inverse modeling grid point
CS_00336,250.0,500.0,3.1110051686284947e-06,6801.051318374094,synthetic inverse modeling grid point
CS_00337,300.0,-500.0,1.41056683052639e-06,6801.060300693005,synthetic inverse modeling grid point
CS_00338,300.0,-450.0,0.0008728924537589938,6796.766060347033,synthetic inverse modeling grid point
CS_00339,300.0,-400.0,0.0017736844920856838,6794.156474066717,synthetic inverse modeling grid point
CS_00340,300.0,-350.0,0.006129355687525417,6782.884805878309,synthetic inverse modeling grid point
CS_00341,300.0,-300.0,0.04386704902238931,6684.494234814849,synthetic inverse modeling grid point
CS_00342,300.0,-250.0,0.2615545338675006,5897.378081753774,synthetic inverse modeling grid point
CS_00343,300.0,-200.0,0.22156524173428063,5662.297947150651,synthetic inverse modeling grid point
CS_00344,300.0,-150.0,0.16478760466672515,5813.65823026585,synthetic inverse modeling grid point
CS_00345,300.0,-100.0,0.5232992979342973,5568.05542165503,synthetic inverse modeling grid point
CS_00346,300.0,-50.0,7.1803931546496225,2059.7273872337564,synthetic inverse modeling grid point
CS_00347,300.0,0.0,3.4604200458873695,4083.637295981004,synthetic inverse modeling grid point
CS_00348,300.0,50.0,7.180393154649621,2059.7273872337564,synthetic inverse modeling grid point
CS_00349,300.0,100.0,0.5232992979342974,5568.05542165503,synthetic inverse modeling grid point
CS_00350,300.0,150.0,0.16478760466672518,5813.65823026585,synthetic inverse modeling grid point
CS_00351,300.0,200.0,0.22156524173428063,5662.297947150651,synthetic inverse modeling grid point
CS_00352,300.0,250.0,0.2615545338675005,5897.378081753772,synthetic inverse modeling grid point
CS_00353,300.0,300.0,0.04386704902238932,6684.494234814849,synthetic inverse modeling grid point
CS_00354,300.0,350.0,0.006129355687525416,6782.88480587831,synthetic inverse modeling grid point
CS_00355,300.0,400.0,0.0017736844920856842,6794.156474066718,synthetic inverse modeling grid point
CS_00356,300.0,450.0,0.0008728924537589938,6796.766060347033,synthetic inverse modeling grid point
CS_00357,300.0,500.0,1.4105668305263902e-06,6801.060300693005,synthetic inverse modeling grid point
CS_00358,350.0,-500.0,4.997840731900042e-07,6801.065311179402,synthetic inverse modeling grid point
CS_00359,350.0,-450.0,0.000828699746537693,6796.87136435465,synthetic inverse modeling grid point
CS_00360,350.0,-400.0,0.0017304193273622397,6794.245803583635,synthetic inverse modeling grid point
CS_00361,350.0,-350.0,0.006658945226703682,6781.456508438418,synthetic inverse modeling grid point
CS_00362,350.0,-300.0,0.05516020349874746,6658.224342410695,synthetic inverse modeling grid point
CS_00363,350.0,-250.0,0.27626364700727446,5825.267611008097,synthetic inverse modeling grid point
CS_00364,350.0,-200.0,0.19357510335173067,5747.78944685635,synthetic inverse modeling grid point
CS_00365,350.0,-150.0,0.1321333390480014,5892.700832411569,synthetic inverse modeling grid point
CS_00366,350.0,-100.0,0.5564799493620092,5568.369665583966,synthetic inverse modeling grid point
CS_00367,350.0,-50.0,7.616870053663821,2286.036818920111,synthetic inverse modeling grid point
CS_00368,350.0,0.0,1.7802239988536488,5093.766558686572,synthetic inverse modeling grid point
CS_00369,350.0,50.0,7.616870053663823,2286.036818920111,synthetic inverse modeling grid point
CS_00370,350.0,100.0,0.5564799493620092,5568.369665583965,synthetic inverse modeling grid point
CS_00371,350.0,150.0,0.1321333390480014,5892.700832411569,synthetic inverse modeling grid point
CS_00372,350.0,200.0,0.19357510335173062,5747.78944685635,synthetic inverse modeling grid point
CS_00373,350.0,250.0,0.27626364700727457,5825.267611008097,synthetic inverse modeling grid point
CS_00374,350.0,300.0,0.055160203498747465,6658.224342410695,synthetic inverse modeling grid point
CS_00375,350.0,350.0,0.006658945226703681,6781.4565084384185,synthetic inverse modeling grid point
CS_00376,350.0,400.0,0.0017304193273622395,6794.245803583636,synthetic inverse modeling grid point
CS_00377,350.0,450.0,0.0008286997465376928,6796.871364354651,synthetic inverse modeling grid point
CS_00378,350.0,500.0,4.997840731900042e-07,6801.065311179402,synthetic inverse modeling grid point
CS_00379,400.0,-500.0,1.1383964659838008e-07,6801.067526022594,synthetic inverse modeling grid point
CS_00380,400.0,-450.0,0.0007589235784430972,6797.115085283446,synthetic inverse modeling grid point
CS_00381,400.0,-400.0,0.001698895609662765,6794.297043989305,synthetic inverse modeling grid point
CS_00382,400.0,-350.0,0.00741409041666446,6779.383091307318,synthetic inverse modeling grid point
CS_00383,400.0,-300.0,0.0718901127981519,6620.606515599489,synthetic inverse modeling grid point
CS_00384,400.0,-250.0,0.2816914398574123,5780.847337902048,synthetic inverse modeling grid point
CS_00385,400.0,-200.0,0.16481279431266538,5854.736493239001,synthetic inverse modeling grid point
CS_00386,400.0,-150.0,0.10191785231460387,5976.421821651118,synthetic inverse modeling grid point
CS_00387,400.0,-100.0,0.65746875336163,5505.747045587323,synthetic inverse modeling grid point
CS_00388,400.0,-50.0,7.538806152536603,2674.772009802829,synthetic inverse modeling grid point
CS_00389,400.0,0.0,0.6571628755120434,5848.410557997804,synthetic inverse modeling grid point
CS_00390,400.0,50.0,7.538806152536605,2674.772009802829,synthetic inverse modeling grid point
CS_00391,400.0,100.0,0.65746875336163,5505.747045587323,synthetic inverse modeling grid point
CS_00392,400.0,150.0,0.10191785231460387,5976.421821651118,synthetic inverse modeling grid point
CS_00393,400.0,200.0,0.1648127943126654,5854.736493239001,synthetic inverse modeling grid point
CS_00394,400.0,250.0,0.2816914398574123,5780.847337902047,synthetic inverse modeling grid point
CS_00395,400.0,300.0,0.0718901127981519,6620.606515599489,synthetic inverse modeling grid point
CS_00396,400.0,350.0,0.00741409041666446,6779.383091307318,synthetic inverse modeling grid point
CS_00397,400.0,400.0,0.0016988956096627647,6794.297043989305,synthetic inverse modeling grid point
CS_00398,400.0,450.0,0.0007589235784430973,6797.115085283446,synthetic inverse modeling grid point
CS_00399,400.0,500.0,1.1383964659838008e-07,6801.0675260225935,synthetic inverse modeling grid point
CS_00400,450.0,-500.0,9.678277370441612e-09,6801.0681501667905,synthetic inverse modeling grid point
CS_00401,450.0,-450.0,0.0006933996441914206,6797.349650251717,synthetic inverse modeling grid point
CS_00402,450.0,-400.0,0.001681181836398947,6794.303208110547,synthetic inverse modeling grid point
CS_00403,450.0,-350.0,0.008505498926156272,6776.350312859967,synthetic inverse modeling grid point
CS_00404,450.0,-300.0,0.09755697749104199,6564.66928255204,synthetic inverse modeling grid point
CS_00405,450.0,-250.0,0.2810079297080342,5758.292966011064,synthetic inverse modeling grid point
CS_00406,450.0,-200.0,0.13516472881163336,5983.115902628828,synthetic inverse modeling grid point
CS_00407,450.0,-150.0,0.07470720246818147,6063.96898294258,synthetic inverse modeling grid point
CS_00408,450.0,-100.0,0.9468742092086416,5283.995175252947,synthetic inverse modeling grid point
CS_00409,450.0,-50.0,7.356368193016283,2975.1779833146093,synthetic inverse modeling grid point
CS_00410,450.0,0.0,0.14406423773527055,6259.60277197819,synthetic inverse modeling grid point
CS_00411,450.0,50.0,7.356368193016282,2975.1779833146093,synthetic inverse modeling grid point
CS_00412,450.0,100.0,0.9468742092086414,5283.995175252948,synthetic inverse modeling grid point
CS_00413,450.0,150.0,0.07470720246818148,6063.968982942579,synthetic inverse modeling grid point
CS_00414,450.0,200.0,0.13516472881163338,5983.115902628828,synthetic inverse modeling grid point
CS_00415,450.0,250.0,0.2810079297080342,5758.292966011065,synthetic inverse modeling grid point
CS_00416,450.0,300.0,0.09755697749104199,6564.66928255204,synthetic inverse modeling grid point
CS_00417,450.0,350.0,0.008505498926156272,6776.350312859967,synthetic inverse modeling grid point
CS_00418,450.0,400.0,0.0016811818363989465,6794.303208110547,synthetic inverse modeling grid point
CS_00419,450.0,450.0,0.0006933996441914205,6797.349650251718,synthetic inverse modeling grid point
CS_00420,450.0,500.0,9.678277370441614e-09,6801.068150166791,synthetic inverse modeling grid point
CS_00421,500.0,-500.0,0.000484424161194351,6797.915236471586,synthetic inverse modeling grid point
CS_00422,500.0,-450.0,0.0006321541479324516,6797.574330423362,synthetic inverse modeling grid point
CS_00423,500.0,-400.0,0.0016804437600542082,6794.253099323059,synthetic inverse modeling grid point
CS_00424,500.0,-350.0,0.01011778079621756,6771.843505011184,synthetic inverse modeling grid point
CS_00425,500.0,-300.0,0.13813931328968967,6478.334638890768,synthetic inverse modeling grid point
CS_00426,500.0,-250.0,0.2793447200604847,5746.664485928952,synthetic inverse modeling grid point
CS_00427,500.0,-200.0,0.10633100067299149,6115.375269276921,synthetic inverse modeling grid point
CS_00428,500.0,-150.0,0.05119745047039146,6152.514335244381,synthetic inverse modeling grid point
CS_00429,500.0,-100.0,1.9368857281281322,4577.279363776379,synthetic inverse modeling grid point
CS_00430,500.0,-50.0,7.2167578746777545,3172.0757763436086,synthetic inverse modeling grid point
CS_00431,500.0,0.0,5.058889843809563,4033.671931824974,synthetic inverse modeling grid point
CS_00432,500.0,50.0,7.2167578746777545,3172.0757763436086,synthetic inverse modeling grid point
CS_00433,500.0,100.0,1.9368857281281322,4577.279363776379,synthetic inverse modeling grid point
CS_00434,500.0,150.0,0.05119745047039146,6152.514335244381,synthetic inverse modeling grid point
CS_00435,500.0,200.0,0.10633100067299148,6115.375269276921,synthetic inverse modeling grid point
CS_00436,500.0,250.0,0.2793447200604847,5746.664485928951,synthetic inverse modeling grid point
CS_00437,500.0,300.0,0.1381393132896897,6478.334638890768,synthetic inverse modeling grid point
CS_00438,500.0,350.0,0.01011778079621756,6771.843505011185,synthetic inverse modeling grid point
CS_00439,500.0,400.0,0.0016804437600542084,6794.253099323059,synthetic inverse modeling grid point
CS_00440,500.0,450.0,0.0006321541479324515,6797.574330423362,synthetic inverse modeling grid point
CS_00441,500.0,500.0,0.000484424161194351,6797.915236471586,synthetic inverse modeling grid point
